Metric,LongPosV1,LongPosV2,ShortPosV1,ShortPosV2
Mean,-0.009949087661903519,0.1858554430873823,-0.11512668026994144,-0.4021577871984117
StDev,0.07839360652799146,0.19349821043897072,0.05629752632803305,0.14679787784614937
Max,0.2505093633831532,0.8838814384058463,-0.03159244685175422,-0.19544567789409936
Min,-0.08750318951977641,0.0643661511139262,-0.24242201625987397,-0.691708374560442
